Series;Time;Value
Avg processor CPU;2017-02-09T10:10:00.000Z;4.939905696113904
Avg processor CPU;2017-02-09T10:20:00.000Z;4.827952408790589
Avg processor CPU;2017-02-09T10:30:00.000Z;4.391209634145101
Avg processor CPU;2017-02-09T10:40:00.000Z;5.157287074128787
Avg processor CPU;2017-02-09T10:50:00.000Z;4.760926141341527
Avg processor CPU;2017-02-09T11:00:00.000Z;4.614183027545611
Avg processor CPU;2017-02-09T11:10:00.000Z;4.793931752443314
Avg processor CPU;2017-02-09T11:20:00.000Z;5.37302545706431
Avg processor CPU;2017-02-09T11:30:00.000Z;4.362006049354871
Avg processor CPU;2017-02-09T11:40:00.000Z;4.757366120815277
Avg processor CPU;2017-02-09T11:50:00.000Z;4.730020158489545
Avg processor CPU;2017-02-09T12:00:00.000Z;4.4016253590583805
Avg processor CPU;2017-02-09T12:10:00.000Z;4.769121084610621
Avg processor CPU;2017-02-09T12:20:00.000Z;4.773445159196854
Avg processor CPU;2017-02-09T12:30:00.000Z;4.283320151766142
Avg processor CPU;2017-02-09T12:40:00.000Z;4.807747877637546
Avg processor CPU;2017-02-09T12:50:00.000Z;4.749992410341898
Avg processor CPU;2017-02-09T13:00:00.000Z;4.472904662291209
Avg processor CPU;2017-02-09T13:10:00.000Z;4.797189065814019
Avg processor CPU;2017-02-09T13:20:00.000Z;4.8463218212127686
Avg processor CPU;2017-02-09T13:30:00.000Z;4.226668284336726
Avg processor CPU;2017-02-09T13:40:00.000Z;4.879043683409691
Avg processor CPU;2017-02-09T13:50:00.000Z;4.909569857517878
Avg processor CPU;2017-02-09T14:00:00.000Z;4.601495010654132
Avg processor CPU;2017-02-09T14:10:00.000Z;4.994063220421473
Avg processor CPU;2017-02-09T14:20:00.000Z;5.893165650963784
Avg processor CPU;2017-02-09T14:30:00.000Z;4.497013099988301
Avg processor CPU;2017-02-09T14:40:00.000Z;4.936537474393845
Avg processor CPU;2017-02-09T14:50:00.000Z;4.958619908491771
Avg processor CPU;2017-02-09T15:00:00.000Z;7.528433218598366
Avg processor CPU;2017-02-09T15:10:00.000Z;5.13450452486674
Avg processor CPU;2017-02-09T15:20:00.000Z;4.884618736306827
Avg processor CPU;2017-02-09T15:30:00.000Z;18.168470111489295
Avg processor CPU;2017-02-09T15:40:00.000Z;5.568361480037371
Avg processor CPU;2017-02-09T15:50:00.000Z;5.27960740228494
Avg processor CPU;2017-02-09T16:00:00.000Z;4.980378934741021
Avg processor CPU;2017-02-09T16:10:00.000Z;5.251875381668409
Avg processor CPU;2017-02-09T16:20:00.000Z;5.176900123556456
Avg processor CPU;2017-02-09T16:30:00.000Z;4.720467579364776
Avg processor CPU;2017-02-09T16:40:00.000Z;5.238120334347089
Avg processor CPU;2017-02-09T16:50:00.000Z;5.178379185001056
Avg processor CPU;2017-02-09T17:00:00.000Z;4.502303837736448
Avg processor CPU;2017-02-09T17:10:00.000Z;7.605716890096664
Avg processor CPU;2017-02-09T17:20:00.000Z;4.8534307271242145
Avg processor CPU;2017-02-09T17:30:00.000Z;4.390083340803782
Avg processor CPU;2017-02-09T17:40:00.000Z;6.094753281275431
Avg processor CPU;2017-02-09T17:50:00.000Z;6.717761220534642
Avg processor CPU;2017-02-09T18:00:00.000Z;4.888329287370046
Avg processor CPU;2017-02-09T18:10:00.000Z;6.284800109267234
Avg processor CPU;2017-02-09T18:20:00.000Z;5.320548694332441
Avg processor CPU;2017-02-09T18:30:00.000Z;4.333736090858777
Avg processor CPU;2017-02-09T18:40:00.000Z;4.960491382082303
Avg processor CPU;2017-02-09T18:50:00.000Z;4.857000650962194
Avg processor CPU;2017-02-09T19:00:00.000Z;4.492720263202985
Avg processor CPU;2017-02-09T19:10:00.000Z;4.7857310225566225
Avg processor CPU;2017-02-09T19:20:00.000Z;4.753818362951279
Avg processor CPU;2017-02-09T19:30:00.000Z;4.272901833057404
Avg processor CPU;2017-02-09T19:40:00.000Z;4.860253235697746
Avg processor CPU;2017-02-09T19:50:00.000Z;4.707444068789481
Avg processor CPU;2017-02-09T20:00:00.000Z;4.430829302469889
Avg processor CPU;2017-02-09T20:10:00.000Z;4.819964973131816
Avg processor CPU;2017-02-09T20:20:00.000Z;4.886306634545326
Avg processor CPU;2017-02-09T20:30:00.000Z;4.458967475096385
Avg processor CPU;2017-02-09T20:40:00.000Z;4.8768783966700235
Avg processor CPU;2017-02-09T20:50:00.000Z;4.882005838553111
Avg processor CPU;2017-02-09T21:00:00.000Z;5.618205534418424
Avg processor CPU;2017-02-09T21:10:00.000Z;4.81666211883227
Avg processor CPU;2017-02-09T21:20:00.000Z;5.438750154773395
Avg processor CPU;2017-02-09T21:30:00.000Z;4.4087901969750725
Avg processor CPU;2017-02-09T21:40:00.000Z;4.80428757071495
Avg processor CPU;2017-02-09T21:50:00.000Z;4.790520652135213
Avg processor CPU;2017-02-09T22:00:00.000Z;4.4472948203484215
Avg processor CPU;2017-02-09T22:10:00.000Z;4.765988333026568
Avg processor CPU;2017-02-09T22:20:00.000Z;4.717422688007355
Avg processor CPU;2017-02-09T22:30:00.000Z;4.360097135106723
Avg processor CPU;2017-02-09T22:40:00.000Z;4.737598132093748
Avg processor CPU;2017-02-09T22:50:00.000Z;4.697225160400073
Avg processor CPU;2017-02-09T23:00:00.000Z;6.227047661940256
Avg processor CPU;2017-02-09T23:10:00.000Z;7.788962765534718
Avg processor CPU;2017-02-09T23:20:00.000Z;4.801557918389638
Avg processor CPU;2017-02-09T23:30:00.000Z;4.410032105445862
Avg processor CPU;2017-02-09T23:40:00.000Z;4.986720922589303
Avg processor CPU;2017-02-09T23:50:00.000Z;4.8772557536760965
Avg processor CPU;2017-02-10T00:00:00.000Z;51.91789220968882
Avg processor CPU;2017-02-10T00:10:00.000Z;53.5377779563268
Avg processor CPU;2017-02-10T00:20:00.000Z;53.923120482762656
Avg processor CPU;2017-02-10T00:30:00.000Z;53.3130744377772
Avg processor CPU;2017-02-10T00:40:00.000Z;55.69618638356527
Avg processor CPU;2017-02-10T00:50:00.000Z;53.19886879126231
Avg processor CPU;2017-02-10T01:00:00.000Z;52.14907265504201
Avg processor CPU;2017-02-10T01:10:00.000Z;53.77218625545502
Avg processor CPU;2017-02-10T01:20:00.000Z;55.63990877469381
Avg processor CPU;2017-02-10T01:30:00.000Z;53.962425875663754
Avg processor CPU;2017-02-10T01:40:00.000Z;55.68090825080871
Avg processor CPU;2017-02-10T01:50:00.000Z;55.74708422025045
Avg processor CPU;2017-02-10T02:00:00.000Z;53.7761877934138
Avg processor CPU;2017-02-10T02:10:00.000Z;53.67748472690582
Avg processor CPU;2017-02-10T02:20:00.000Z;54.344400580724084
Avg processor CPU;2017-02-10T02:30:00.000Z;52.178527911504105
Avg processor CPU;2017-02-10T02:40:00.000Z;53.32568480968475
Avg processor CPU;2017-02-10T02:50:00.000Z;53.43002103169759
Avg processor CPU;2017-02-10T03:00:00.000Z;52.892996056874594
Avg processor CPU;2017-02-10T03:10:00.000Z;51.83098759651184
Avg processor CPU;2017-02-10T03:20:00.000Z;54.60253528753916
Avg processor CPU;2017-02-10T03:30:00.000Z;54.46486197312673
Avg processor CPU;2017-02-10T03:40:00.000Z;53.77385091781616
Avg processor CPU;2017-02-10T03:50:00.000Z;54.25120666027069
Avg processor CPU;2017-02-10T04:00:00.000Z;5.479269496599834
Avg processor CPU;2017-02-10T04:10:00.000Z;5.310893348852794
Avg processor CPU;2017-02-10T04:20:00.000Z;5.1974156657854715
Avg processor CPU;2017-02-10T04:30:00.000Z;4.95719397366047
Avg processor CPU;2017-02-10T04:40:00.000Z;5.444414948423704
Avg processor CPU;2017-02-10T04:50:00.000Z;5.364241746068
Avg processor CPU;2017-02-10T05:00:00.000Z;5.087962412834168
Avg processor CPU;2017-02-10T05:10:00.000Z;5.437333397070567
Avg processor CPU;2017-02-10T05:20:00.000Z;5.342033235232035
Avg processor CPU;2017-02-10T05:30:00.000Z;5.08815424144268
Avg processor CPU;2017-02-10T05:40:00.000Z;5.536371951301893
Avg processor CPU;2017-02-10T05:50:00.000Z;5.692167575160662
Avg processor CPU;2017-02-10T06:00:00.000Z;5.141474919517835
Avg processor CPU;2017-02-10T06:10:00.000Z;5.568005255858104
Avg processor CPU;2017-02-10T06:20:00.000Z;5.660872277617454
Avg processor CPU;2017-02-10T06:30:00.000Z;5.747567839423816
Avg processor CPU;2017-02-10T06:40:00.000Z;5.806746316949527
Avg processor CPU;2017-02-10T06:50:00.000Z;5.783846635619799
Avg processor CPU;2017-02-10T07:00:00.000Z;5.132006080945333
Avg processor CPU;2017-02-10T07:10:00.000Z;5.487536914149921
Avg processor CPU;2017-02-10T07:20:00.000Z;5.427575588226318
Avg processor CPU;2017-02-10T07:30:00.000Z;4.958451051513354
Avg processor CPU;2017-02-10T07:40:00.000Z;5.431774860620498
Avg processor CPU;2017-02-10T07:50:00.000Z;5.3965767880280815
Avg processor CPU;2017-02-10T08:00:00.000Z;5.3411303977171585
Avg processor CPU;2017-02-10T08:10:00.000Z;5.472933747371037
Avg processor CPU;2017-02-10T08:20:00.000Z;5.505089393258094
Avg processor CPU;2017-02-10T08:30:00.000Z;5.038235651453336
Avg processor CPU;2017-02-10T08:40:00.000Z;5.586757124463717
Avg processor CPU;2017-02-10T08:50:00.000Z;5.524277980128924
Avg processor CPU;2017-02-10T09:00:00.000Z;5.493243151903153
Avg processor CPU;2017-02-10T09:10:00.000Z;8.213325088222822
Avg processor CPU;2017-02-10T09:20:00.000Z;5.467204908529917
Avg processor CPU;2017-02-10T09:30:00.000Z;6.151927536725998
Avg processor CPU;2017-02-10T09:40:00.000Z;5.479983331759771
Avg processor CPU;2017-02-10T09:50:00.000Z;5.92176877061526
Avg processor CPU;2017-02-10T10:00:00.000Z;5.320280674099922
Avg processor CPU;2017-02-10T10:10:00.000Z;6.025412057836851
Avg processor CPU;2017-02-10T10:20:00.000Z;5.4636037578185395
Avg processor CPU;2017-02-10T10:30:00.000Z;5.019293918212255
Avg processor CPU;2017-02-10T10:40:00.000Z;5.377073682347934
Avg processor CPU;2017-02-10T10:50:00.000Z;5.274676315983136
Avg processor CPU;2017-02-10T11:00:00.000Z;4.88332535425822
Avg processor CPU;2017-02-10T11:10:00.000Z;5.473142963647842
Avg processor CPU;2017-02-10T11:20:00.000Z;5.166790327429771
Avg processor CPU;2017-02-10T11:30:00.000Z;4.772517432769139
Avg processor CPU;2017-02-10T11:40:00.000Z;5.396221333742142
Avg processor CPU;2017-02-10T11:50:00.000Z;5.2766119748353955
Avg processor CPU;2017-02-10T12:00:00.000Z;4.94752705891927
Avg processor CPU;2017-02-10T12:10:00.000Z;5.414334696531295
Avg processor CPU;2017-02-10T12:20:00.000Z;5.271279903252919
Avg processor CPU;2017-02-10T12:30:00.000Z;4.770340963204701
Avg processor CPU;2017-02-10T12:40:00.000Z;5.410127161939939
Avg processor CPU;2017-02-10T12:50:00.000Z;5.264538146058719
Avg processor CPU;2017-02-10T13:00:00.000Z;4.970093293984731
Avg processor CPU;2017-02-10T13:10:00.000Z;5.378283160924911
Avg processor CPU;2017-02-10T13:20:00.000Z;5.264160870512327
Avg processor CPU;2017-02-10T13:30:00.000Z;4.784984302520752
Avg processor CPU;2017-02-10T13:40:00.000Z;5.270119448502858
Avg processor CPU;2017-02-10T13:50:00.000Z;5.394951236248016
Avg processor CPU;2017-02-10T14:00:00.000Z;5.005426585674286
Avg processor CPU;2017-02-10T14:10:00.000Z;5.3562071760495495
Avg processor CPU;2017-02-10T14:20:00.000Z;5.178788369894027
Avg processor CPU;2017-02-10T14:30:00.000Z;4.794202240308126
Avg processor CPU;2017-02-10T14:40:00.000Z;5.316798702875773
Avg processor CPU;2017-02-10T14:50:00.000Z;5.199068129062653
Avg processor CPU;2017-02-10T15:00:00.000Z;5.12381051381429
Avg processor CPU;2017-02-10T15:10:00.000Z;5.3665753364562985
Avg processor CPU;2017-02-10T15:20:00.000Z;5.210357600450516
Avg processor CPU;2017-02-10T15:30:00.000Z;4.8256942669550575
Avg processor CPU;2017-02-10T15:40:00.000Z;5.343801926573118
Avg processor CPU;2017-02-10T15:50:00.000Z;5.212044435739517
Avg processor CPU;2017-02-10T16:00:00.000Z;4.923565867543221
Avg processor CPU;2017-02-10T16:10:00.000Z;5.32119072775046
Avg processor CPU;2017-02-10T16:20:00.000Z;5.190793498357137
Avg processor CPU;2017-02-10T16:30:00.000Z;5.259751852353414
Avg processor CPU;2017-02-10T16:40:00.000Z;6.4409973909457525
Avg processor CPU;2017-02-10T16:50:00.000Z;5.5454181879758835
Avg processor CPU;2017-02-10T17:00:00.000Z;4.972507228453954
Avg processor CPU;2017-02-10T17:10:00.000Z;7.780224034190178
Avg processor CPU;2017-02-10T17:20:00.000Z;4.716119287411372
Avg processor CPU;2017-02-10T17:30:00.000Z;4.336896189053854
Avg processor CPU;2017-02-10T17:40:00.000Z;4.820027557015418
Avg processor CPU;2017-02-10T17:50:00.000Z;4.782787696520487
Avg processor CPU;2017-02-10T18:00:00.000Z;4.454690372943878
Avg processor CPU;2017-02-10T18:10:00.000Z;4.845658508936564
Avg processor CPU;2017-02-10T18:20:00.000Z;4.8316516250371935
Avg processor CPU;2017-02-10T18:30:00.000Z;4.315913042426109
Avg processor CPU;2017-02-10T18:40:00.000Z;4.829814467827479
Avg processor CPU;2017-02-10T18:50:00.000Z;4.719582935174306
Avg processor CPU;2017-02-10T19:00:00.000Z;4.502502259612084
Avg processor CPU;2017-02-10T19:10:00.000Z;4.717511931061745
Avg processor CPU;2017-02-10T19:20:00.000Z;4.742967146635055
Avg processor CPU;2017-02-10T19:30:00.000Z;4.329784892002742
Avg processor CPU;2017-02-10T19:40:00.000Z;4.845671703418096
Avg processor CPU;2017-02-10T19:50:00.000Z;4.725151006380717
Avg processor CPU;2017-02-10T20:00:00.000Z;4.611331082383791
Avg processor CPU;2017-02-10T20:10:00.000Z;4.961959161361058
Avg processor CPU;2017-02-10T20:20:00.000Z;4.84550621509552
Avg processor CPU;2017-02-10T20:30:00.000Z;4.361360208193461
Avg processor CPU;2017-02-10T20:40:00.000Z;4.887908607721329
Avg processor CPU;2017-02-10T20:50:00.000Z;5.213175052404404
Avg processor CPU;2017-02-10T21:00:00.000Z;4.492485803365708
Avg processor CPU;2017-02-10T21:10:00.000Z;4.895516854524612
Avg processor CPU;2017-02-10T21:20:00.000Z;5.214511250456175
Avg processor CPU;2017-02-10T21:30:00.000Z;5.217545314629873
Avg processor CPU;2017-02-10T21:40:00.000Z;5.2935526132583615
Avg processor CPU;2017-02-10T21:50:00.000Z;4.885526611407598
Avg processor CPU;2017-02-10T22:00:00.000Z;5.33866463303566
Avg processor CPU;2017-02-10T22:10:00.000Z;5.645577043294907
Avg processor CPU;2017-02-10T22:20:00.000Z;5.309836158156395
Avg processor CPU;2017-02-10T22:30:00.000Z;5.1704626947641374
Avg processor CPU;2017-02-10T22:40:00.000Z;6.088432491819064
Avg processor CPU;2017-02-10T22:50:00.000Z;5.329175266623497
Avg processor CPU;2017-02-10T23:00:00.000Z;7.327224561572075
Avg processor CPU;2017-02-10T23:10:00.000Z;8.97669983804226
Avg processor CPU;2017-02-10T23:20:00.000Z;5.372690763076147
Avg processor CPU;2017-02-10T23:30:00.000Z;5.030003422498703
Avg processor CPU;2017-02-10T23:40:00.000Z;5.324943285187086
Avg processor CPU;2017-02-10T23:50:00.000Z;5.409551299611728
Avg processor CPU;2017-02-11T00:00:00.000Z;55.083093615372974
Avg processor CPU;2017-02-11T00:10:00.000Z;56.434438435236615
Avg processor CPU;2017-02-11T00:20:00.000Z;55.47686550617218
Avg processor CPU;2017-02-11T00:30:00.000Z;55.309397570292155
Avg processor CPU;2017-02-11T00:40:00.000Z;54.02354338963826
Avg processor CPU;2017-02-11T00:50:00.000Z;41.336930874983466
Avg processor CPU;2017-02-11T01:00:00.000Z;31.49395525654157
Avg processor CPU;2017-02-11T01:10:00.000Z;18.45811306436857
Avg processor CPU;2017-02-11T01:20:00.000Z;15.323017698526382
Avg processor CPU;2017-02-11T01:30:00.000Z;14.325819061199823
Avg processor CPU;2017-02-11T01:40:00.000Z;11.570144255956015
Avg processor CPU;2017-02-11T01:50:00.000Z;7.872060215473175
Avg processor CPU;2017-02-11T02:00:00.000Z;4.593696317076683
Avg processor CPU;2017-02-11T02:10:00.000Z;4.948580090204874
Avg processor CPU;2017-02-11T02:20:00.000Z;5.1133029977480575
Avg processor CPU;2017-02-11T02:30:00.000Z;4.574905275305112
Avg processor CPU;2017-02-11T02:40:00.000Z;4.926087466875712
Avg processor CPU;2017-02-11T02:50:00.000Z;4.805090817809105
Avg processor CPU;2017-02-11T03:00:00.000Z;4.5371160517136255
Avg processor CPU;2017-02-11T03:10:00.000Z;4.860043403506279
Avg processor CPU;2017-02-11T03:20:00.000Z;4.8629740764697384
Avg processor CPU;2017-02-11T03:30:00.000Z;4.374810440341632
Avg processor CPU;2017-02-11T03:40:00.000Z;4.927351056536039
Avg processor CPU;2017-02-11T03:50:00.000Z;4.886331743995349
Avg processor CPU;2017-02-11T04:00:00.000Z;4.574741878112157
Avg processor CPU;2017-02-11T04:10:00.000Z;4.89176451464494
Avg processor CPU;2017-02-11T04:20:00.000Z;4.802385477224986
Avg processor CPU;2017-02-11T04:30:00.000Z;4.3642333855231605
Avg processor CPU;2017-02-11T04:40:00.000Z;4.88915839890639
Avg processor CPU;2017-02-11T04:50:00.000Z;4.817839843034744
Avg processor CPU;2017-02-11T05:00:00.000Z;4.557502439618111
Avg processor CPU;2017-02-11T05:10:00.000Z;4.85581661760807
Avg processor CPU;2017-02-11T05:20:00.000Z;5.001675012707711
Avg processor CPU;2017-02-11T05:30:00.000Z;4.510036644339562
Avg processor CPU;2017-02-11T05:40:00.000Z;5.048040204246838
Avg processor CPU;2017-02-11T05:50:00.000Z;4.822127978006998
Avg processor CPU;2017-02-11T06:00:00.000Z;4.428532667954762
Avg processor CPU;2017-02-11T06:10:00.000Z;4.789407361547152
Avg processor CPU;2017-02-11T06:20:00.000Z;4.797762043277423
Avg processor CPU;2017-02-11T06:30:00.000Z;4.283308468262355
Avg processor CPU;2017-02-11T06:40:00.000Z;4.7822728206714
Avg processor CPU;2017-02-11T06:50:00.000Z;4.7530896931886675
Avg processor CPU;2017-02-11T07:00:00.000Z;4.426842202742895
Avg processor CPU;2017-02-11T07:10:00.000Z;4.755854699015618
Avg processor CPU;2017-02-11T07:20:00.000Z;4.724421115716298
Avg processor CPU;2017-02-11T07:30:00.000Z;4.305536342660586
Avg processor CPU;2017-02-11T07:40:00.000Z;4.7455726583798725
Avg processor CPU;2017-02-11T07:50:00.000Z;4.799166641632716
Avg processor CPU;2017-02-11T08:00:00.000Z;4.422272378206253
Avg processor CPU;2017-02-11T08:10:00.000Z;4.816229780515036
Avg processor CPU;2017-02-11T08:20:00.000Z;4.717729448278745
Avg processor CPU;2017-02-11T08:30:00.000Z;4.531371731559435
Avg processor CPU;2017-02-11T08:40:00.000Z;4.938647335767746
Avg processor CPU;2017-02-11T08:50:00.000Z;4.799257305264472
Avg processor CPU;2017-02-11T09:00:00.000Z;4.331306231021881
Avg processor CPU;2017-02-11T09:10:00.000Z;7.595055879155795
Avg processor CPU;2017-02-11T09:20:00.000Z;4.861892617742221
Avg processor CPU;2017-02-11T09:30:00.000Z;4.281314194202423
Avg processor CPU;2017-02-11T09:40:00.000Z;4.748449630538623
Avg processor CPU;2017-02-11T09:50:00.000Z;4.816867118080457
Avg processor CPU;2017-02-11T10:00:00.000Z;4.343573113282521
Avg processor CPU;2017-02-11T10:10:00.000Z;4.867526317636171
Avg processor CPU;2017-02-11T10:20:00.000Z;4.741482594609261
Avg processor CPU;2017-02-11T10:30:00.000Z;4.320903015136719
Avg processor CPU;2017-02-11T10:40:00.000Z;4.750239084164301
Avg processor CPU;2017-02-11T10:50:00.000Z;4.850700924793879
Avg processor CPU;2017-02-11T11:00:00.000Z;4.3568244258562725
Avg processor CPU;2017-02-11T11:10:00.000Z;4.858251363039017
Avg processor CPU;2017-02-11T11:20:00.000Z;4.7463530659675595
Avg processor CPU;2017-02-11T11:30:00.000Z;4.438869424661
Avg processor CPU;2017-02-11T11:40:00.000Z;4.853360498944918
Avg processor CPU;2017-02-11T11:50:00.000Z;4.936666890978813
Avg processor CPU;2017-02-11T12:00:00.000Z;4.34039055109024
Avg processor CPU;2017-02-11T12:10:00.000Z;4.844437487920125
Avg processor CPU;2017-02-11T12:20:00.000Z;4.696583032608032
Avg processor CPU;2017-02-11T12:30:00.000Z;4.301679050922393
Avg processor CPU;2017-02-11T12:40:00.000Z;4.780419495701789
Avg processor CPU;2017-02-11T12:50:00.000Z;4.809573113918304
Avg processor CPU;2017-02-11T13:00:00.000Z;4.455529708663622
Avg processor CPU;2017-02-11T13:10:00.000Z;4.800909367203713
Avg processor CPU;2017-02-11T13:20:00.000Z;4.831737265984217
Avg processor CPU;2017-02-11T13:30:00.000Z;4.389641264081002
Avg processor CPU;2017-02-11T13:40:00.000Z;4.884082974990209
Avg processor CPU;2017-02-11T13:50:00.000Z;4.831077473362287
Avg processor CPU;2017-02-11T14:00:00.000Z;4.524148699641228
Avg processor CPU;2017-02-11T14:10:00.000Z;4.897099539637566
Avg processor CPU;2017-02-11T14:20:00.000Z;4.846863773465156
Avg processor CPU;2017-02-11T14:30:00.000Z;4.38954886396726
Avg processor CPU;2017-02-11T14:40:00.000Z;5.092550193270048
Avg processor CPU;2017-02-11T14:50:00.000Z;4.929975602030754
Avg processor CPU;2017-02-11T15:00:00.000Z;4.622583428025246
Avg processor CPU;2017-02-11T15:10:00.000Z;4.855461144447327
Avg processor CPU;2017-02-11T15:20:00.000Z;4.874627548456192
Avg processor CPU;2017-02-11T15:30:00.000Z;4.408754392464956
Avg processor CPU;2017-02-11T15:40:00.000Z;4.896514724691709
Avg processor CPU;2017-02-11T15:50:00.000Z;4.811708395679792
Avg processor CPU;2017-02-11T16:00:00.000Z;4.5587512135505674
Avg processor CPU;2017-02-11T16:10:00.000Z;4.840907616416613
Avg processor CPU;2017-02-11T16:20:00.000Z;4.8322373062372215
Avg processor CPU;2017-02-11T16:30:00.000Z;4.357366816202799
Avg processor CPU;2017-02-11T16:40:00.000Z;4.849662085374197
Avg processor CPU;2017-02-11T16:50:00.000Z;4.826288865009944
Avg processor CPU;2017-02-11T17:00:00.000Z;4.51123404999574
Avg processor CPU;2017-02-11T17:10:00.000Z;7.613386887311936
Avg processor CPU;2017-02-11T17:20:00.000Z;4.952060044805209
Avg processor CPU;2017-02-11T17:30:00.000Z;4.382628013690313
Avg processor CPU;2017-02-11T17:40:00.000Z;5.000386481483778
Avg processor CPU;2017-02-11T17:50:00.000Z;4.888046492139498
Avg processor CPU;2017-02-11T18:00:00.000Z;4.728854473431905
Avg processor CPU;2017-02-11T18:10:00.000Z;4.820036975542704
Avg processor CPU;2017-02-11T18:20:00.000Z;4.8227198431889216
Avg processor CPU;2017-02-11T18:30:00.000Z;4.447145987550417
Avg processor CPU;2017-02-11T18:40:00.000Z;4.792588246862094
Avg processor CPU;2017-02-11T18:50:00.000Z;4.920483862360318
Avg processor CPU;2017-02-11T19:00:00.000Z;4.539374863107999
Avg processor CPU;2017-02-11T19:10:00.000Z;4.829294124245644
Avg processor CPU;2017-02-11T19:20:00.000Z;4.829522293806076
Avg processor CPU;2017-02-11T19:30:00.000Z;4.394977893431982
Avg processor CPU;2017-02-11T19:40:00.000Z;4.8975084622701015
Avg processor CPU;2017-02-11T19:50:00.000Z;4.8380442748467125
Avg processor CPU;2017-02-11T20:00:00.000Z;4.483044062058131
Avg processor CPU;2017-02-11T20:10:00.000Z;4.8585944205522535
Avg processor CPU;2017-02-11T20:20:00.000Z;4.8376696874698
Avg processor CPU;2017-02-11T20:30:00.000Z;4.362251957257588
Avg processor CPU;2017-02-11T20:40:00.000Z;4.8974937568108246
Avg processor CPU;2017-02-11T20:50:00.000Z;5.065102623899778
Avg processor CPU;2017-02-11T21:00:00.000Z;4.569895508885384
Avg processor CPU;2017-02-11T21:10:00.000Z;4.995863402883211
Avg processor CPU;2017-02-11T21:20:00.000Z;4.814284798502922
Avg processor CPU;2017-02-11T21:30:00.000Z;4.418941074609757
Avg processor CPU;2017-02-11T21:40:00.000Z;4.857803246378898
Avg processor CPU;2017-02-11T21:50:00.000Z;4.880198816458384
Avg processor CPU;2017-02-11T22:00:00.000Z;4.489014385143916
Avg processor CPU;2017-02-11T22:10:00.000Z;4.910975489020347
Avg processor CPU;2017-02-11T22:20:00.000Z;4.81231778760751
Avg processor CPU;2017-02-11T22:30:00.000Z;4.363341573874155
Avg processor CPU;2017-02-11T22:40:00.000Z;4.871324401100477
Avg processor CPU;2017-02-11T22:50:00.000Z;4.860924603541692
Avg processor CPU;2017-02-11T23:00:00.000Z;6.385296162962913
Avg processor CPU;2017-02-11T23:10:00.000Z;12.767218871911368
Avg processor CPU;2017-02-11T23:20:00.000Z;4.841306576132775
Avg processor CPU;2017-02-11T23:30:00.000Z;4.333096352219582
Avg processor CPU;2017-02-11T23:40:00.000Z;4.921889335910479
Avg processor CPU;2017-02-11T23:50:00.000Z;4.82549295326074
Avg processor CPU;2017-02-12T00:00:00.000Z;48.52016059756279
Avg processor CPU;2017-02-12T00:10:00.000Z;52.806083242098495
Avg processor CPU;2017-02-12T00:20:00.000Z;52.61736273765564
Avg processor CPU;2017-02-12T00:30:00.000Z;53.35268437067668
Avg processor CPU;2017-02-12T00:40:00.000Z;55.247874402999884
Avg processor CPU;2017-02-12T00:50:00.000Z;54.257608230908716
Avg processor CPU;2017-02-12T01:00:00.000Z;52.710531973838805
Avg processor CPU;2017-02-12T01:10:00.000Z;55.28492384751638
Avg processor CPU;2017-02-12T01:20:00.000Z;54.58180856704712
Avg processor CPU;2017-02-12T01:30:00.000Z;54.154684535662334
Avg processor CPU;2017-02-12T01:40:00.000Z;55.74600207010905
Avg processor CPU;2017-02-12T01:50:00.000Z;55.66052327156067
Avg processor CPU;2017-02-12T02:00:00.000Z;52.06515824794769
Avg processor CPU;2017-02-12T02:10:00.000Z;53.0140146334966
Avg processor CPU;2017-02-12T02:20:00.000Z;54.82210141817728
Avg processor CPU;2017-02-12T02:30:00.000Z;53.65532275835673
Avg processor CPU;2017-02-12T02:40:00.000Z;51.34962981541952
Avg processor CPU;2017-02-12T02:50:00.000Z;53.102690887451175
Avg processor CPU;2017-02-12T03:00:00.000Z;50.0704167842865
Avg processor CPU;2017-02-12T03:10:00.000Z;52.45582675933838
Avg processor CPU;2017-02-12T03:20:00.000Z;52.80441312789917
Avg processor CPU;2017-02-12T03:30:00.000Z;53.9431351184845
Avg processor CPU;2017-02-12T03:40:00.000Z;53.71333645184835
Avg processor CPU;2017-02-12T03:50:00.000Z;51.92802511056264
Avg processor CPU;2017-02-12T04:00:00.000Z;54.139813645680746
Avg processor CPU;2017-02-12T04:10:00.000Z;54.87308983802795
Avg processor CPU;2017-02-12T04:20:00.000Z;55.31468157768249
Avg processor CPU;2017-02-12T04:30:00.000Z;55.40894031524658
Avg processor CPU;2017-02-12T04:40:00.000Z;55.79132784207662
Avg processor CPU;2017-02-12T04:50:00.000Z;50.621912562847136
Avg processor CPU;2017-02-12T05:00:00.000Z;26.2118362903595
Avg processor CPU;2017-02-12T05:10:00.000Z;15.902293374141056
Avg processor CPU;2017-02-12T05:20:00.000Z;14.980159920454025
Avg processor CPU;2017-02-12T05:30:00.000Z;14.658455570538838
Avg processor CPU;2017-02-12T05:40:00.000Z;11.645200205842654
Avg processor CPU;2017-02-12T05:50:00.000Z;4.904467727740606
Avg processor CPU;2017-02-12T06:00:00.000Z;4.567529247204463
Avg processor CPU;2017-02-12T06:10:00.000Z;5.007962807019552
Avg processor CPU;2017-02-12T06:20:00.000Z;5.003440486391385
